Play,Closest play Spacy,Closest distance Spacy,Closest play Manual,Closest distance Manual,Closest play with stopwords,Closest distance with stopwords,All agree,Stopwords agree,Same author Manual or Spacy,Same author Manual,Same author with stopwords
sallebray-belle-egyptienne,quinault-comedie-sans-comedie,0.0055,quinault-comedie-sans-comedie,0.0124,sallebray-l-amante-ennemie,0.0038,FALSE,TRUE,FALSE,FALSE,TRUE
boyera-caton,montgaudier-natalie,0.009,puget-de-la-serre-pandoste-i,0.0126,mercier-destruction-de-la-ligue,0.0038,FALSE,FALSE,FALSE,FALSE,FALSE
donneau-de-vise-amours-du-soleil,boyer-amours-jupiter-semele,0.01,donneau-de-vise-delie,0.0129,rotrou-l-heureuse-constance,0.0038,FALSE,FALSE,FALSE,TRUE,FALSE
aure-genevieve-70,quinault-coups-de-l-amour,0.008,quinault-coups-de-l-amour,0.0131,mairet-illustre-corsaire,0.0038,FALSE,TRUE,FALSE,FALSE,FALSE
favart-anglais-de-bordeaux,bievre-seducteur,0.0081,dufresny-faux-sincere,0.0138,dufresny-reconciliation-normande,0.0038,FALSE,FALSE,FALSE,FALSE,FALSE
subligny-folle-querelle,andrieux-le-reve-du-mari,0.0085,marivaux-mere-confidente,0.0141,musset-barberine,0.0038,FALSE,FALSE,FALSE,FALSE,FALSE
rousseaujb-ceinture-magique,rousseaujb-cafe,0.012,poinsinet-cercle,0.016,sacy-sympathie,0.0038,FALSE,FALSE,TRUE,FALSE,FALSE
la-motte-matrone-d-ephese,donneau-de-vise-veuve-a-la-mode,0.0091,moliere-fourberies-de-scapin,0.0161,marivaux-acteurs-de-bonne-foi,0.0038,FALSE,FALSE,FALSE,FALSE,FALSE
sacy-sympathie,fievre-moliere-a-quebec,0.0124,sand-moliere,0.0168,rousseaujb-ceinture-magique,0.0038,FALSE,FALSE,FALSE,FALSE,FALSE
moliere-princesse-d-elide,quinault-comedie-sans-comedie,0.0063,rotrou-les-occasions-perdues,0.0169,moliere-dom-juan,0.0038,FALSE,FALSE,FALSE,FALSE,TRUE
marivaux-dispute,marivaux-felicie,0.0074,marivaux-meprise,0.0174,musset-bettine,0.0038,FALSE,FALSE,TRUE,TRUE,FALSE
launay-francais-chez-les-hurons,corneillep-suite-menteur,0.0086,regnard-democrite,0.0194,mercier-jenneval,0.0038,FALSE,FALSE,FALSE,FALSE,FALSE
marivaux-acteurs-de-bonne-foi,dancourt-colin-maillard,0.0138,dancourt-colin-maillard,0.0195,la-motte-matrone-d-ephese,0.0038,FALSE,TRUE,FALSE,FALSE,FALSE
carrance-choix-d-un-mari,gouges-moliere-ninon,0.0122,gouges-moliere-ninon,0.0196,bernardc-madame-de-vauldenaie,0.0038,FALSE,TRUE,FALSE,FALSE,FALSE
bernardc-madame-de-vauldenaie,colle-l-amant-anonyme,0.0094,rougemont-discours-de-rentree,0.0199,carrance-choix-d-un-mari,0.0038,FALSE,FALSE,FALSE,FALSE,FALSE
mercier-destruction-de-la-ligue,campistron-juba,0.0133,sand-roi-attend,0.0211,sand-roi-attend,0.0038,FALSE,FALSE,FALSE,FALSE,FALSE
sand-roi-attend,rotrou-saint-genest,0.0162,mercier-destruction-de-la-ligue,0.0211,mercier-destruction-de-la-ligue,0.0038,FALSE,FALSE,FALSE,FALSE,FALSE
marivaux-provinciale,dancourt-chevalier-a-la-mode,0.0112,patrat-heureuse-erreur,0.0216,lesage-turcaret,0.0038,FALSE,FALSE,FALSE,FALSE,FALSE
gillet-art-de-regner,desfontaines-belisaire,0.0057,magnon-mariage-oroondate,0.006,rotrou-captifs,0.0039,FALSE,FALSE,FALSE,FALSE,FALSE
mairet-sophonisbe,tristan-mort-de-chrispe,0.0032,rotrou-iphigenie,0.007,moliere-dom-garcie-de-navarre,0.0039,FALSE,FALSE,FALSE,FALSE,FALSE
brosse-aveugle-clairvoyant,ouville-soupcons,0.0048,ouville-soupcons,0.0074,ouville-soupcons,0.0039,TRUE,TRUE,FALSE,FALSE,FALSE
somaize-precieuses-ridicules,moliere-precieuses-ridicules,0.0033,moliere-femmes-savantes,0.0091,moliere-misanthrope,0.0039,FALSE,FALSE,FALSE,FALSE,FALSE
chevalier-barbons-amoureux,chevalier-intrigue-des-carrosses,0.0077,chevalier-pedagogue-amoureux,0.0091,chevalier-pedagogue-amoureux,0.0039,FALSE,FALSE,TRUE,TRUE,TRUE
nericault-glorieux,chabanon-faux-noble,0.0055,dufresny-faux-sincere,0.0095,regnard-distrait,0.0039,FALSE,FALSE,FALSE,FALSE,FALSE
blemont-moliere-auteuil,lambert-collaboration,0.0105,anseaume-tableau-parlant,0.0108,guibert-filles-a-marier,0.0039,FALSE,FALSE,FALSE,FALSE,FALSE
la-fontaine-florentin,brosse-aveugle-clairvoyant,0.0083,rousseau-engagement-temeraire,0.0157,cubieres-palmezeaux-mort-de-moliere-4a,0.0039,FALSE,FALSE,FALSE,FALSE,FALSE
puget-de-la-serre-thesee,du-ryer-berenice,0.0129,baro-celinde,0.0162,du-ryer-berenice,0.0039,FALSE,FALSE,FALSE,FALSE,FALSE
dufresny-regnard-chinois,barante-arlequin-misanthrope,0.0091,dufresny-depart-des-comediens,0.0165,fatouville-arlequin-empereur-dans-la-lune,0.0039,FALSE,FALSE,FALSE,TRUE,FALSE
dupaty-luce-salverte-bievre,gouges-moliere-ninon,0.0137,delavigne-comediens,0.0165,regnard-joueur,0.0039,FALSE,FALSE,FALSE,FALSE,FALSE
chabanon-faux-noble,nericault-glorieux,0.0055,boissy-homme-du-jour,0.0166,boissy-dehors-trompeurs,0.0039,FALSE,FALSE,FALSE,FALSE,FALSE
bertin-d-andilly-l-anglais-a-paris,poinsinet-cercle,0.0121,gouges-moliere-ninon,0.017,rousseaujb-cafe,0.0039,FALSE,FALSE,FALSE,FALSE,FALSE
fabre-d-eglantine-philinte-de-moliere,nivelle-ecole-des-amis,0.0092,dancourt-cephale-procris,0.0174,dancourt-cephale-procris,0.0039,FALSE,FALSE,FALSE,FALSE,FALSE
saint-foix-ile-sauvage,bievre-seducteur,0.0112,moliere-amants-magnifiques,0.0197,saint-foix-colonie,0.0039,FALSE,FALSE,FALSE,FALSE,TRUE
dancourt-vendanges,dancourt-colin-maillard,0.011,dancourt-tuteur,0.0198,dancourt-mari-retrouve,0.0039,FALSE,FALSE,TRUE,TRUE,TRUE
du-ryer-berenice,corneillep-agesilas,0.0075,puget-de-la-serre-climene,0.0215,puget-de-la-serre-thesee,0.0039,FALSE,FALSE,FALSE,FALSE,FALSE
magnon-mariage-oroondate,magnon-tamerlan,0.0053,gillet-art-de-regner,0.006,baro-clorise,0.004,FALSE,FALSE,TRUE,FALSE,FALSE
voltaire-alzire,voltaire-orphelin-de-la-chine,0.0047,voltaire-orphelin-de-la-chine,0.0064,dorat-regulus,0.004,FALSE,TRUE,TRUE,TRUE,FALSE
magnon-zenobie,du-ryer-cleomedon,0.0053,corneillep-cinna,0.0072,corneillep-polyeucte,0.004,FALSE,FALSE,FALSE,FALSE,FALSE
sophocle-trachiniennes,sophocle-electre,0.006,sophocle-antigone,0.0086,sophocle-ajax,0.004,FALSE,FALSE,TRUE,TRUE,TRUE
moliere-facheux,moliere-etourdi,0.0057,gillet-francion,0.0093,corneillep-illusion-comique,0.004,FALSE,FALSE,TRUE,FALSE,FALSE
dorat-regulus,delavigne-vepres-siciliennes,0.0071,voltaire-orphelin-de-la-chine,0.0098,voltaire-alzire,0.004,FALSE,FALSE,FALSE,FALSE,FALSE
euripide-hercule-furieux,euripide-andromaque,0.0075,euripide-andromaque,0.0101,euripide-electre,0.004,FALSE,TRUE,TRUE,TRUE,TRUE
quinault-proserpine,quinault-atys,0.0058,quinault-persee,0.0113,quinault-persee,0.004,FALSE,FALSE,TRUE,TRUE,TRUE
quinault-persee,corneillet-medee,0.0078,quinault-proserpine,0.0113,quinault-proserpine,0.004,FALSE,FALSE,FALSE,TRUE,TRUE
la-fontaine-climene,gillet-deniaise,0.0096,regnard-democrite,0.012,la-fontaine-eunuque,0.004,FALSE,FALSE,FALSE,FALSE,TRUE
palissot-cercle,moliere-critique-ecole-des-femmes,0.0084,poinsinet-cercle,0.0136,sacy-sympathie,0.004,FALSE,FALSE,FALSE,FALSE,FALSE
marivaux-ile-des-esclaves,marivaux-fausse-suivante,0.0087,marivaux-triomphe-de-l-amour,0.0144,marivaux-triomphe-de-l-amour,0.004,FALSE,FALSE,TRUE,TRUE,TRUE
musset-carmosine,vigny-quitte-pour-la-peur,0.0085,sand-moliere,0.0145,musset-le-chandelier,0.004,FALSE,FALSE,FALSE,FALSE,TRUE
gouges-moliere-ninon,l-affichard-acteurs-deplaces,0.0083,carrance-le-camelia,0.0147,gouges-cherubin,0.004,FALSE,FALSE,FALSE,FALSE,TRUE
gouges-cherubin,gouges-moliere-ninon,0.0108,beaumarchais-barbier-de-seville,0.0164,gouges-moliere-ninon,0.004,FALSE,FALSE,TRUE,FALSE,TRUE
masson-le-proces-du-baiser,heilly-le-neveu-de-la-marquise,0.012,mons-dernier-klephte,0.0174,depret-monsieur-cambrefort,0.004,FALSE,FALSE,FALSE,FALSE,FALSE
labiche-leroy-brulons-voltaire,labiche-michel-deux-timides,0.0104,labiche-jolly-baron-de-fourchevif,0.0177,labiche-jolly-baron-de-fourchevif,0.004,FALSE,FALSE,TRUE,TRUE,TRUE
labiche-jolly-baron-de-fourchevif,labiche-leroy-brulons-voltaire,0.0133,labiche-leroy-brulons-voltaire,0.0177,labiche-leroy-brulons-voltaire,0.004,TRUE,TRUE,TRUE,TRUE,TRUE
hervilly-moliere-en-prison,banville-le-beau-leandre,0.0133,hervilly-magister,0.0183,hervilly-magister,0.004,FALSE,FALSE,FALSE,TRUE,TRUE
hervilly-magister,hervilly-moliere-en-prison,0.0214,hervilly-moliere-en-prison,0.0183,hervilly-moliere-en-prison,0.004,TRUE,TRUE,TRUE,TRUE,TRUE
anonyme-matinee-comedien-francais,lesage-turcaret,0.0111,genlis-amant-anonyme,0.0203,alain-legrand-epreuve-reciproque,0.004,FALSE,FALSE,FALSE,FALSE,FALSE
champmesle-fragments-de-moliere,dancourt-maison-de-campagne,0.0159,caylus-bordel,0.0223,champmesle-coupe-enchantee,0.004,FALSE,FALSE,FALSE,FALSE,TRUE
marivaux-colonie,lesage-turcaret,0.0164,brecourt-ombre-de-moliere,0.0241,moliere-precieuses-ridicules,0.004,FALSE,FALSE,FALSE,FALSE,FALSE
brueys-palaprat-avocat-patelin,racine-plaideurs,0.0194,sedaine-le-philosophe-sans-le-savoir,0.0247,sedaine-le-philosophe-sans-le-savoir,0.004,FALSE,FALSE,FALSE,FALSE,FALSE
sedaine-le-philosophe-sans-le-savoir,brueys-palaprat-avocat-patelin,0.0228,brueys-palaprat-avocat-patelin,0.0247,brueys-palaprat-avocat-patelin,0.004,TRUE,TRUE,FALSE,FALSE,FALSE
campistron-aetius,campistron-alcibiade,0.004,campistron-alcibiade,0.0044,campistron-juba,0.0041,FALSE,TRUE,TRUE,TRUE,TRUE
boyer-mort-enfants-brute,desjardins-manlius,0.0052,desjardins-manlius,0.0068,corneillep-andromede,0.0041,FALSE,TRUE,FALSE,FALSE,FALSE
campistron-juba,campistron-arminiusc,0.006,campistron-arminiusc,0.0077,campistron-aetius,0.0041,FALSE,TRUE,TRUE,TRUE,TRUE
guimont-de-la-touche-iphigenie,racine-phedre-77,0.0072,crebillon-idomenee,0.0094,delavigne-vepres-siciliennes,0.0041,FALSE,FALSE,FALSE,FALSE,FALSE
labiche-michel-deux-timides,labiche-leroy-brulons-voltaire,0.0104,siraudin-delacour-choler-apres-le-bal,0.0096,labiche-leroy-il-est-de-la-police,0.0041,FALSE,FALSE,TRUE,FALSE,TRUE
donneau-de-vise-delie,donneau-de-vise-mere-coquette,0.0087,donneau-de-vise-mere-coquette,0.0108,moliere-misanthrope,0.0041,FALSE,TRUE,TRUE,TRUE,FALSE
rousseaup-mort-de-bucephale,boyer-porus,0.0089,mareschala-mauzolee,0.0111,mareschala-mauzolee,0.0041,FALSE,FALSE,FALSE,FALSE,FALSE
doruxigne-alzate,deshoulieres-genseric,0.0101,la-motte-ines-de-castro,0.0112,la-thuilerie-hercule,0.0041,FALSE,FALSE,FALSE,FALSE,FALSE
pesselier-esope-au-parnasse,dorat-les-proneurs,0.0071,boissy-critique-auteur-supersticieux,0.0116,cubieres-palmezeaux-lacrymanie,0.0041,FALSE,FALSE,FALSE,FALSE,FALSE
rotrou-venceslas,rotrou-cosroes,0.0063,rotrou-laure-persecutee,0.012,longepierre-la-mort-de-solon,0.0041,FALSE,FALSE,TRUE,TRUE,FALSE
vade-canadienne,dorat-celibataire,0.0063,dufresny-reconciliation-normande,0.013,anseaume-ressource-comique,0.0041,FALSE,FALSE,FALSE,FALSE,FALSE
desportes-veuve-coquette,regnard-distrait,0.0072,moliere-malade-imaginaire,0.013,moliere-medecin-volant,0.0041,FALSE,FALSE,FALSE,FALSE,FALSE
labiche-leroy-il-est-de-la-police,labiche-leroy-brulons-voltaire,0.0113,labiche-michel-deux-timides,0.0132,labiche-michel-deux-timides,0.0041,FALSE,FALSE,TRUE,TRUE,TRUE
andrieux-moliere-et-ses-amis,cadet-gassicourt-souper-de-moliere,0.008,regnard-joueur,0.0141,anseaume-tableau-parlant,0.0041,FALSE,FALSE,FALSE,FALSE,FALSE
cubieres-palmezeaux-lacrymanie,dorat-les-proneurs,0.0082,pesselier-esope-au-parnasse,0.0155,pesselier-esope-au-parnasse,0.0041,FALSE,FALSE,FALSE,FALSE,FALSE
plancher-verre-d-eau,rousseau-narcisse,0.0071,marivaux-surprise-de-l-amour,0.017,regnard-filles-errantes,0.0041,FALSE,FALSE,FALSE,FALSE,FALSE
mons-dernier-klephte,rousseaujb-cafe,0.0129,masson-le-proces-du-baiser,0.0174,scribe-les-dervis,0.0041,FALSE,FALSE,FALSE,FALSE,FALSE
heilly-le-neveu-de-la-marquise,masson-le-proces-du-baiser,0.012,genlis-intrigue-mensonge,0.0186,adenisj-la-double-meprise,0.0041,FALSE,FALSE,FALSE,FALSE,FALSE
busnach-la-claque-la-claque,rochefort-dupeuty-livry-madame-gregoire,0.0124,charles-adolphe-masson-le-tir-au-pistolet,0.0188,charles-adolphe-masson-le-tir-au-pistolet,0.0041,FALSE,FALSE,FALSE,FALSE,FALSE
charles-adolphe-masson-le-tir-au-pistolet,rochefort-dupeuty-livry-madame-gregoire,0.0152,busnach-la-claque-la-claque,0.0188,busnach-la-claque-la-claque,0.0041,FALSE,FALSE,FALSE,FALSE,FALSE
brecourt-ombre-de-moliere,palissot-cercle,0.0107,moliere-precieuses-ridicules,0.0191,boileau-heros-de-roman,0.0041,FALSE,FALSE,FALSE,FALSE,FALSE
adenisj-la-double-meprise,scribe-tete-a-tete,0.0117,heilly-le-neveu-de-la-marquise,0.0192,heilly-le-neveu-de-la-marquise,0.0041,FALSE,FALSE,FALSE,FALSE,FALSE
boileau-heros-de-roman,moncrif-abderites,0.0135,desmarets-visionnaires,0.0207,brecourt-ombre-de-moliere,0.0041,FALSE,FALSE,FALSE,FALSE,FALSE
aude-ecole-tragique,deville-pierre-bagnolet-et-claude-bagnolet-son-fils,0.0183,musset-il-ne-faut-jurer-de-rien,0.0275,scribe-potemkin,0.0041,FALSE,FALSE,FALSE,FALSE,FALSE
scribe-potemkin,scribe-ministre-sous-louis-xv,0.0121,vigny-quitte-pour-la-peur,0.0279,aude-ecole-tragique,0.0041,FALSE,FALSE,TRUE,FALSE,FALSE
guerin-de-bouscal-la-mort-de-brute-et-de-porcie,brosse-turne,0.0059,rotrou-crisante,0.0086,montchretien-lacenes,0.0042,FALSE,FALSE,FALSE,FALSE,FALSE
carbon-de-flins-mari-directeur,gouges-moliere-ninon,0.0109,cheron-homme-a-bonnes-fortunes,0.01,cheron-homme-a-bonnes-fortunes,0.0042,FALSE,FALSE,FALSE,FALSE,FALSE
garnier-bradamante,dalibray-le-torrismon-du-tasse,0.0075,dalibray-le-torrismon-du-tasse,0.0119,mairet-illustre-corsaire,0.0042,FALSE,TRUE,FALSE,FALSE,FALSE
patrat-vengeance,regnard-distrait,0.009,legrand-famille-extravagante,0.0119,legrand-famille-extravagante,0.0042,FALSE,FALSE,FALSE,FALSE,FALSE
grandval-temperament,gillet-campagnard,0.0115,regnard-democrite,0.0121,brosse-aveugle-clairvoyant,0.0042,FALSE,FALSE,FALSE,FALSE,FALSE
colleville-sophie-derville,genlis-cloison,0.0111,ancelot-auger-une-seduction,0.0122,ancelot-auger-une-seduction,0.0042,FALSE,FALSE,FALSE,FALSE,FALSE
boursault-marie-stuard,gresset-edouard-iii,0.0077,regnault-marie-stuard,0.0126,baro-prince-fugitif,0.0042,FALSE,FALSE,FALSE,FALSE,FALSE
chevalier-amours-de-calotin,corneillet-comtesse-orgueil,0.0064,gillet-campagnard,0.0133,chevalier-pedagogue-amoureux,0.0042,FALSE,FALSE,FALSE,FALSE,TRUE
carrance-le-camelia,gouges-moliere-ninon,0.0115,gouges-moliere-ninon,0.0147,carrance-maison-a-louer,0.0042,FALSE,TRUE,FALSE,FALSE,TRUE
pellet-desbarreaux-moliere-a-toulouse,riccoboni-riccoboni-romagnesi-echo-du-public,0.0084,boursault-esope,0.015,boursault-esope,0.0042,FALSE,FALSE,FALSE,FALSE,FALSE
raisin-merlin-gascon,dancourt-agioteurs,0.0098,dancourt-agioteurs,0.0155,rousseau-narcisse,0.0042,FALSE,TRUE,FALSE,FALSE,FALSE
regnard-retour-imprevu,rousseaujb-cafe,0.0104,dancourt-prix-arquebuse,0.0167,dancourt-diable-boiteux,0.0042,FALSE,FALSE,FALSE,FALSE,FALSE
favart-acajou,biancolelli-ecole-galante,0.0158,la-fontaine-climene,0.0199,pg-thesee,0.0042,FALSE,FALSE,FALSE,FALSE,FALSE
vigny-quitte-pour-la-peur,musset-barberine,0.0085,dufresny-joueuse,0.0209,saurin-moeurs-du-temps,0.0042,FALSE,FALSE,FALSE,FALSE,FALSE
saurin-moeurs-du-temps,saurin-mariage-de-julie,0.0097,vigny-quitte-pour-la-peur,0.0212,vigny-quitte-pour-la-peur,0.0042,FALSE,FALSE,TRUE,FALSE,FALSE
saurin-mariage-de-julie,voltaire-femme-qui-a-raison,0.0084,dufresny-faux-honnete-homme,0.022,dufresny-jaloux-honteux,0.0042,FALSE,FALSE,FALSE,FALSE,FALSE
pg-thesee,musset-barberine,0.0104,colle-tanzai-et-neadarne,0.0226,favart-acajou,0.0042,FALSE,FALSE,FALSE,FALSE,FALSE
carrance-maison-a-louer,carrance-vingt-minutes-d-arret,0.0193,gosse-auteur-dans-son-menage,0.0251,carrance-le-camelia,0.0042,FALSE,FALSE,TRUE,FALSE,TRUE
desmares-merlin-dragon,regnard-serenade,0.0099,balzac-vautrin,0.031,dancourt-maison-de-campagne,0.0042,FALSE,FALSE,FALSE,FALSE,FALSE
pacaroni-bajazet-premier,linant-alzaide,0.0054,la-harpe-comte-de-warwick,0.0069,legouve-laurence-orzano,0.0043,FALSE,FALSE,FALSE,FALSE,FALSE
boyer-amours-jupiter-semele,gilbert-amours-de-diane-et-d-endymion,0.0064,gilbert-amours-de-diane-et-d-endymion,0.0074,boyer-judith,0.0043,FALSE,TRUE,FALSE,FALSE,TRUE
la-calprenede-clarionte,mairet-sophonisbe,0.0046,la-calprenede-mort-mitrhidate,0.0081,la-calprenede-bradamante,0.0043,FALSE,FALSE,FALSE,TRUE,TRUE
voltaire-mort-de-cesar,voltaire-brutus,0.0091,voltaire-brutus,0.0094,voltaire-fanatisme,0.0043,FALSE,TRUE,TRUE,TRUE,TRUE
scarron-dom-japhet-d-armenie,scarron-marquis-ridicule,0.0058,scarron-ecolier-de-salamanque,0.0097,tristan-parasite,0.0043,FALSE,FALSE,TRUE,TRUE,FALSE
guerin-de-bouscal-dom-quixote,guerin-de-bouscal-dom-quixote-2,0.0051,guerin-de-bouscal-dom-quixote-2,0.0106,mairet-illustre-corsaire,0.0043,FALSE,TRUE,TRUE,TRUE,FALSE
haren-agon,carrion-nizas-pierre-le-grand,0.0088,nadal-herode,0.0109,nadal-osarphis-moise,0.0043,FALSE,FALSE,FALSE,FALSE,FALSE
magnon-artaxerxe,le-vayer-grand-selim,0.006,gresset-edouard-iii,0.0114,desjardins-manlius,0.0043,FALSE,FALSE,FALSE,FALSE,FALSE
villiers-critique-du-tartuffe,moliere-depit-amoureux,0.0114,moliere-depit-amoureux,0.0115,corneillep-menteur,0.0043,FALSE,TRUE,FALSE,FALSE,FALSE
boisrobert-belle-invisible,scarron-heritier-ridicule,0.0108,corneillep-menteur,0.012,boisrobert-cassandre,0.0043,FALSE,FALSE,FALSE,FALSE,TRUE
andrieux-les-etourdis,dancourt-enfants-de-paris,0.0076,poisson-amour-secret,0.0133,andrieux-le-reve-du-mari,0.0043,FALSE,FALSE,FALSE,FALSE,TRUE
quinault-docteur-de-verre,regnard-menechmes,0.0102,jeannet-moliere-en-menage,0.0146,nivelle-ecole-meres,0.0043,FALSE,FALSE,FALSE,FALSE,FALSE
genlis-mere-rivale,graffigny-cenie,0.0066,fagan-pupille,0.0149,genlis-belle-et-la-bete,0.0043,FALSE,FALSE,FALSE,FALSE,TRUE
dufresny-regnard-suite-foire-saint-germain,barante-dufresny-pasquin-marforio,0.0119,regnard-coquette,0.0152,audiffret-comedie-au-chateau,0.0043,FALSE,FALSE,FALSE,FALSE,FALSE
lesage-crispin-rival-de-son-maitre,allainval-ecole-des-bourgeois,0.0092,patrat-heureuse-erreur,0.0153,marivaux-provinciale,0.0043,FALSE,FALSE,FALSE,FALSE,FALSE
moliere-sicilien,scarron-heritier-ridicule,0.0094,moliere-dom-juan,0.0158,dancourt-deroute-pharaon,0.0043,FALSE,FALSE,FALSE,TRUE,FALSE
genlis-belle-et-la-bete,nivelle-gouvernante,0.0097,marivaux-triomphe-de-l-amour,0.0163,genlis-mere-rivale,0.0043,FALSE,FALSE,FALSE,FALSE,TRUE
deslisle-arlequin-sauvage,moliere-avare,0.01,moliere-avare,0.0168,cubieres-palmezeaux-bracelets,0.0043,FALSE,TRUE,FALSE,FALSE,FALSE
cadet-gassicourt-souper-de-moliere,andrieux-moliere-et-ses-amis,0.008,andrieux-moliere-et-ses-amis,0.0175,barre-radet-candide,0.0043,FALSE,TRUE,FALSE,FALSE,FALSE
cubieres-palmezeaux-bracelets,jacquelin-rougemont-l-amour-al-anglaise,0.0104,jacquelin-rougemont-l-amour-al-anglaise,0.0188,deslisle-arlequin-sauvage,0.0043,FALSE,TRUE,FALSE,FALSE,FALSE
corneillet-charme-de-la-voix,boisrobert-cassandre,0.0086,boissy-comte-de-neuilly,0.0195,corneillet-geolier-de-sois-meme,0.0043,FALSE,FALSE,FALSE,FALSE,TRUE
montalembert-statue,poinsinet-cercle,0.0082,dancourt-foire-saint-germain,0.0215,dufresny-chevalier-joueur,0.0043,FALSE,FALSE,FALSE,FALSE,FALSE
barre-radet-candide,radet-raboteau-avare-ami,0.0164,anonyme-voila-bien-le-diable,0.0219,cadet-gassicourt-souper-de-moliere,0.0043,FALSE,FALSE,FALSE,FALSE,FALSE
barre-radet-desfontaines-marige-de-scarron,anseaume-ressource-comique,0.0131,archambault-etrennes,0.0224,dupaty-luce-salverte-bievre,0.0043,FALSE,FALSE,FALSE,FALSE,FALSE
dancourt-impromptu-suresnes,dancourt-comedie-comediens,0.0092,saint-foix-cabale,0.025,dancourt-deroute-pharaon,0.0043,FALSE,FALSE,TRUE,FALSE,TRUE
garniert-saignee,garniert-bon-pere,0.0141,musset-badine,0.0272,mercier-liberateur,0.0043,FALSE,FALSE,TRUE,FALSE,FALSE
fatouville-grapinian,dancourt-agioteurs,0.011,dufresny-chevalier-joueur,0.0315,dancourt-loterie,0.0043,FALSE,FALSE,FALSE,FALSE,FALSE
audiffret-comedie-au-chateau,pain-appartement-a-louer,0.0244,giraudoux-impromptu-de-paris,0.0342,dufresny-regnard-suite-foire-saint-germain,0.0043,FALSE,FALSE,FALSE,FALSE,FALSE
brueys-palaprat-le-concert-ridicule,lesage-turcaret,0.0095,dufresny-double-veuvage,0.0373,dancourt-comedie-comediens,0.0043,FALSE,FALSE,FALSE,FALSE,FALSE
boyer-porus,du-ryer-dynamis,0.0053,lagrange-chancel-meleagre,0.0062,boyer-aristodeme,0.0044,FALSE,FALSE,FALSE,FALSE,TRUE
corneillep-mort-pompee,corneillep-cinna,0.0054,racine-alexandre-66,0.0073,corneillep-horace,0.0044,FALSE,FALSE,TRUE,FALSE,TRUE
cyrano-la-mort-d-agrippine,ronsin-aretaphile,0.0074,benserade-cleopatre,0.0081,ronsin-aretaphile,0.0044,FALSE,FALSE,FALSE,FALSE,FALSE
legrand-plutus,boursault-esope,0.0072,boursault-esope,0.0092,corneillep-illusion-comique,0.0044,FALSE,TRUE,FALSE,FALSE,FALSE
colardeau-astarbe,delavigne-vepres-siciliennes,0.006,voltaire-orphelin-de-la-chine,0.0097,voltaire-scythes,0.0044,FALSE,FALSE,FALSE,FALSE,FALSE
le-franc-didon,colardeau-astarbe,0.0073,voltaire-orphelin-de-la-chine,0.0103,legouve-polixene,0.0044,FALSE,FALSE,FALSE,FALSE,FALSE
legouve-polixene,aignan-polyxene,0.0053,voltaire-oreste,0.0104,le-franc-didon,0.0044,FALSE,FALSE,FALSE,FALSE,FALSE
billardon-de-sauvigny-hirza,ronsin-aretaphile,0.0091,voltaire-zulime,0.0109,voltaire-fanatisme,0.0044,FALSE,FALSE,FALSE,FALSE,FALSE
aubignac-pucelle,tristan-mariane,0.0055,regnault-marie-stuard,0.011,boursault-marie-stuard,0.0044,FALSE,FALSE,FALSE,FALSE,FALSE
laignelot-agis,haren-agon,0.01,carrion-nizas-pierre-le-grand,0.0119,voltaire-fanatisme,0.0044,FALSE,FALSE,FALSE,FALSE,FALSE
rochon-heureusement,anseaume-tableau-parlant,0.0078,legrand-famille-extravagante,0.0123,anseaume-tableau-parlant,0.0044,FALSE,FALSE,FALSE,FALSE,FALSE
guyot-de-merville-consentement-force,rousseau-narcisse,0.007,nivelle-prejuge-a-la-mode,0.0131,dumaniant-jodelet,0.0044,FALSE,FALSE,FALSE,FALSE,FALSE
rotrou-hercule-mourant,viau-pasiphae,0.0083,rotrou-crisante,0.0132,rotrou-crisante,0.0044,FALSE,FALSE,FALSE,TRUE,TRUE
la-harpe-moliere,lebeau-de-schosne-assemblee,0.0107,boissy-critique-auteur-supersticieux,0.014,pesselier-esope-au-parnasse,0.0044,FALSE,FALSE,FALSE,FALSE,FALSE
boissy-comte-de-neuilly,mercier-jenneval,0.0078,quinault-fantome-amoureux,0.0141,quinault-coups-de-l-amour,0.0044,FALSE,FALSE,FALSE,FALSE,FALSE
somaize-proces-precieuses,scudery-comedie-des-comediens,0.0085,somaize-precieuses-ridicules,0.0142,somaize-precieuses-ridicules,0.0044,FALSE,FALSE,FALSE,TRUE,TRUE
sacy-mysterieux,dufresny-reconciliation-normande,0.0113,sacy-fat-de-province,0.016,corneillep-menteur,0.0044,FALSE,FALSE,FALSE,TRUE,FALSE
saint-just-petite-maison,poinsinet-cercle,0.0069,lesage-turcaret,0.0199,fatouville-arlequin-empereur-dans-la-lune,0.0044,FALSE,FALSE,FALSE,FALSE,FALSE
voltaire-charlot,voltaire-droit-du-seigneur,0.012,nivelle-ecole-meres,0.0203,boissy-medecin-par-occasion,0.0044,FALSE,FALSE,TRUE,FALSE,FALSE
dufresny-adieux-des-officiers,gillet-campagnard,0.0121,mareschala-railleur,0.0218,bouilly-descartes,0.0044,FALSE,FALSE,FALSE,FALSE,FALSE
voltaire-socrate,nizas-sauvage-en-france,0.0133,rousseau-prisonniers-de-guerre,0.0224,saint-foix-ile-sauvage,0.0044,FALSE,FALSE,FALSE,FALSE,FALSE
